alertCode,areaHa,detectedAt,crossedCitiesList,geometryWkt,sources
1362837,654.4292,2025-02-17,"[{'name': 'Balsas', 'source': 'Município', 'area_ha': 654.4291556}]","MULTIPOLYGON(((-46.34498 -8.295979,-46.344414 -8.297559,-46.34498 -8.298119,-46.346781 -8.299121,-46.348299 -8.300192,-46.349123 -8.300944,-46.350101 -8.302269,-46.351311 -8.30418,-46.352839 -8.306656,-46.353877 -8.308071,-46.354984 -8.307612,-46.355447 -8.307102,-46.356297 -8.30672,-46.357018 -8.30655,-46.358897 -8.305633,-46.356477 -8.303951,-46.353105 -8.3013,-46.349553 -8.298727,-46.348085 -8.297554,-46.34498 -8.295979)),((-46.345099 -8.295566,-46.351818 -8.300001,-46.351174 -8.299185,-46.350402 -8.297682,-46.349707 -8.296458,-46.349038 -8.295184,-46.3486 -8.294496,-46.348626 -8.293145,-46.348317 -8.291361,-46.347802 -8.291795,-46.347416 -8.291999,-46.347107 -8.292432,-46.346464 -8.292661,-46.346129 -8.293094,-46.345099 -8.295566)),((-46.348542 -8.29129,-46.348723 -8.292539,-46.348851 -8.293941,-46.348954 -8.294629,-46.350447 -8.297483,-46.352327 -8.300388,-46.353459 -8.301178,-46.354283 -8.297993,-46.354824 -8.295291,-46.356008 -8.29366,-46.356883 -8.292845,-46.358247 -8.290475,-46.359251 -8.287875,-46.359509 -8.286983,-46.359509 -8.286066,-46.358428 -8.285199,-46.357707 -8.284435,-46.357372 -8.284001,-46.35696 -8.2839,-46.355905 -8.283517,-46.355493 -8.284052,-46.355776 -8.284307,-46.355319 -8.28498,-46.355011 -8.285184,-46.354161 -8.285082,-46.353981 -8.284496,-46.353595 -8.284878,-46.352771 -8.28526,-46.352127 -8.285617,-46.351767 -8.285974,-46.351304 -8.286101,-46.350815 -8.286254,-46.35049 -8.286762,-46.350406 -8.287626,-46.350372 -8.288306,-46.350313 -8.289045,-46.350184 -8.289401,-46.349209 -8.290304,-46.349024 -8.290705,-46.349042 -8.291211,-46.348811 -8.291287,-46.348542 -8.29129)),((-46.35359 -8.301379,-46.354182 -8.299022,-46.354646 -8.296881,-46.354942 -8.295339,-46.356113 -8.29381,-46.35695 -8.292931,-46.357567 -8.291962,-46.35834 -8.290573,-46.358893 -8.289095,-46.359421 -8.287795,-46.35955 -8.287197,-46.359627 -8.286483,-46.359627 -8.286152,-46.359884 -8.286432,-46.360103 -8.286649,-46.360647 -8.287094,-46.360788 -8.287667,-46.36093 -8.288126,-46.360879 -8.288407,-46.36067 -8.288948,-46.36084 -8.289594,-46.361226 -8.290295,-46.361374 -8.290906,-46.361479 -8.29145,-46.361312 -8.291896,-46.361531 -8.292393,-46.361801 -8.293119,-46.36194 -8.293848,-46.36203 -8.294319,-46.361992 -8.294765,-46.361953 -8.29502,-46.362172 -8.295262,-46.362445 -8.295497,-46.362419 -8.295911,-46.36258 -8.296523,-46.362219 -8.296778,-46.361988 -8.296701,-46.361644 -8.297,-46.361207 -8.297026,-46.3601 -8.297561,-46.359456 -8.297663,-46.359135 -8.297905,-46.358491 -8.298096,-46.358427 -8.298478,-46.35862 -8.298784,-46.358439 -8.299039,-46.358736 -8.299154,-46.358954 -8.299065,-46.359057 -8.29946,-46.359418 -8.299421,-46.361825 -8.298313,-46.362095 -8.298873,-46.362674 -8.300351,-46.363037 -8.301032,-46.363385 -8.301814,-46.363462 -8.302324,-46.36367 -8.302899,-46.363554 -8.303345,-46.362825 -8.303614,-46.362078 -8.304022,-46.361486 -8.304264,-46.361081 -8.304483,-46.360746 -8.304636,-46.360051 -8.304942,-46.35942 -8.305375,-46.359099 -8.305528,-46.35359 -8.301379)),((-46.335985 -8.286734,-46.335621 -8.287026,-46.335929 -8.287561,-46.335545 -8.28736,-46.33539 -8.287609,-46.33483 -8.287471,-46.334644 -8.287591,-46.334541 -8.287801,-46.3343 -8.288041,-46.334282 -8.28814,-46.334627 -8.288066,-46.334679 -8.28812,-46.33497 -8.28818,-46.335271 -8.288037,-46.33544 -8.288046,-46.335595 -8.28825,-46.33544 -8.289065,-46.336032 -8.289396,-46.335917 -8.290293,-46.335814 -8.29172,-46.335814 -8.292561,-46.335762 -8.293504,-46.334835 -8.294268,-46.33414 -8.295135,-46.333899 -8.295419,-46.333811 -8.295396,-46.33382 -8.295071,-46.333622 -8.294723,-46.333165 -8.293941,-46.332914 -8.294058,-46.333133 -8.294659,-46.333217 -8.295207,-46.332301 -8.295559,-46.332461 -8.295899,-46.332697 -8.296133,-46.33297 -8.295882,-46.333528 -8.295532,-46.333749 -8.295602,-46.333166 -8.296159,-46.332806 -8.29649,-46.33224 -8.295904,-46.331931 -8.295572,-46.331648 -8.295521,-46.331982 -8.296159,-46.332394 -8.296592,-46.33221 -8.297085,-46.331026 -8.297926,-46.329919 -8.298537,-46.329996 -8.298919,-46.329966 -8.300109,-46.329747 -8.301196,-46.329515 -8.301324,-46.320866 -8.300814,-46.320171 -8.301324,-46.31963 -8.301298,-46.319347 -8.301604,-46.318961 -8.301604,-46.319193 -8.301094,-46.319579 -8.30089,-46.319913 -8.300788,-46.320023 -8.300248,-46.319972 -8.299739,-46.319689 -8.299076,-46.319457 -8.298923,-46.319637 -8.298719,-46.319998 -8.298566,-46.320049 -8.298974,-46.320315 -8.299004,-46.320701 -8.298927,-46.320907 -8.299131,-46.321362 -8.299034,-46.321752 -8.298435,-46.32201 -8.298205,-46.322456 -8.297509,-46.322932 -8.296655,-46.323164 -8.296222,-46.323777 -8.296014,-46.324138 -8.295657,-46.323983 -8.295427,-46.323674 -8.295045,-46.323571 -8.291987,-46.323726 -8.290738,-46.324112 -8.290177,-46.324575 -8.290101,-46.324961 -8.289897,-46.325373 -8.289821,-46.325476 -8.290228,-46.325502 -8.290789,-46.326043 -8.290509,-46.326982 -8.290585,-46.327059 -8.290279,-46.326931 -8.289923,-46.326313 -8.28977,-46.326236 -8.289235,-46.326216 -8.289046,-46.326544 -8.288878,-46.326622 -8.288747,-46.326493 -8.288597,-46.326039 -8.288847,-46.325415 -8.288962,-46.324679 -8.289116,-46.324326 -8.28915,-46.324399 -8.288991,-46.325413 -8.288811,-46.326699 -8.288292,-46.328424 -8.287629,-46.330071 -8.287196,-46.331075 -8.286762,-46.331744 -8.286635,-46.332778 -8.286644,-46.335985 -8.286734)),((-46.324104 -8.288767,-46.32473 -8.28861,-46.325573 -8.288396,-46.326876 -8.287792,-46.328986 -8.287178,-46.330997 -8.286493,-46.33212 -8.286237,-46.334871 -8.286436,-46.33603 -8.286468,-46.335978 -8.285812,-46.335875 -8.284946,-46.33595 -8.283968,-46.3359 -8.283289,-46.335849 -8.282716,-46.335939 -8.282091,-46.335887 -8.281594,-46.335141 -8.281327,-46.33442 -8.281416,-46.333944 -8.28125,-46.33285 -8.281186,-46.332322 -8.281314,-46.331331 -8.281339,-46.330868 -8.281212,-46.330443 -8.281097,-46.330166 -8.281085,-46.329587 -8.281123,-46.329282 -8.281108,-46.329141 -8.281235,-46.328665 -8.281146,-46.328362 -8.281291,-46.328028 -8.280997,-46.32732 -8.280845,-46.326378 -8.280921,-46.325889 -8.280781,-46.325683 -8.280832,-46.325026 -8.280615,-46.32455 -8.280692,-46.3241 -8.280488,-46.323701 -8.280857,-46.323688 -8.281431,-46.32397 -8.282992,-46.324031 -8.285687,-46.324211 -8.28635,-46.324301 -8.286668,-46.324224 -8.287076,-46.32417 -8.287764,-46.324114 -8.288312,-46.324104 -8.288767)),((-46.310376 -8.283299,-46.315842 -8.283605,-46.316846 -8.283579,-46.316485 -8.283783,-46.316022 -8.284191,-46.31561 -8.284369,-46.314966 -8.284879,-46.314683 -8.285185,-46.313679 -8.285694,-46.31319 -8.28623,-46.312547 -8.286892,-46.311954 -8.287147,-46.311568 -8.287351,-46.310461 -8.287122,-46.309921 -8.286714,-46.309432 -8.28628,-46.309432 -8.285822,-46.309818 -8.285159,-46.31005 -8.284344,-46.310255 -8.283783,-46.310376 -8.283299)),((-46.310667 -8.282916,-46.313036 -8.283069,-46.31458 -8.283146,-46.31588 -8.283252,-46.316511 -8.28315,-46.317154 -8.283405,-46.317721 -8.282895,-46.318647 -8.282233,-46.319059 -8.281672,-46.318931 -8.280423,-46.318931 -8.279582,-46.318673 -8.278512,-46.318622 -8.27739,-46.318107 -8.277161,-46.316776 -8.277368,-46.316163 -8.27728,-46.315604 -8.277487,-46.314392 -8.277743,-46.312796 -8.277794,-46.311886 -8.280156,-46.311448 -8.281149,-46.311088 -8.282143,-46.310667 -8.282916)))",['DETER-CERRADO']
1363462,2.0695,2025-02-10,"[{'name': 'Balsas', 'source': 'Município', 'area_ha': 2.0694748}]","MULTIPOLYGON(((-46.129958 -7.673763,-46.130077 -7.673597,-46.130304 -7.673427,-46.130125 -7.67325,-46.130144 -7.673014,-46.130349 -7.672693,-46.130493 -7.672448,-46.130385 -7.67234,-46.130197 -7.672394,-46.130008 -7.672502,-46.129868 -7.672755,-46.129698 -7.672928,-46.129631 -7.673212,-46.129704 -7.673422,-46.129653 -7.673523,-46.129631 -7.673589,-46.129673 -7.6737,-46.129631 -7.673858,-46.129487 -7.67425,-46.129954 -7.67446,-46.130084 -7.674554,-46.130281 -7.674596,-46.130502 -7.674649,-46.130583 -7.674757,-46.130825 -7.674649,-46.130978 -7.67444,-46.131211 -7.67431,-46.131041 -7.674155,-46.131176 -7.673939,-46.131095 -7.673724,-46.130718 -7.673643,-46.130556 -7.673885,-46.130466 -7.673996,-46.130391 -7.674194,-46.130283 -7.674207,-46.13017 -7.673993,-46.129926 -7.673955,-46.129958 -7.673763)))",['DETER-CERRADO']
1362598,31.4062,2025-02-10,"[{'name': 'Balsas', 'source': 'Município', 'area_ha': 31.4062271}]","MULTIPOLYGON(((-46.736451 -9.161069,-46.736461 -9.160896,-46.737234 -9.160677,-46.738037 -9.160632,-46.738784 -9.160394,-46.739583 -9.160244,-46.739465 -9.159206,-46.739352 -9.159462,-46.739276 -9.159728,-46.739395 -9.159771,-46.739443 -9.159891,-46.739452 -9.160044,-46.739184 -9.160145,-46.738976 -9.160016,-46.738693 -9.159816,-46.738668 -9.160159,-46.738308 -9.160255,-46.737507 -9.16043,-46.737206 -9.160355,-46.736874 -9.159591,-46.736434 -9.159681,-46.736595 -9.159295,-46.736874 -9.159429,-46.736906 -9.159299,-46.737111 -9.15928,-46.737258 -9.159072,-46.737358 -9.159031,-46.73746 -9.15934,-46.737663 -9.159313,-46.737635 -9.159134,-46.737436 -9.158954,-46.737639 -9.158499,-46.737665 -9.158173,-46.737736 -9.157992,-46.738291 -9.158147,-46.737665 -9.157449,-46.737567 -9.157485,-46.737432 -9.157275,-46.737323 -9.157174,-46.737589 -9.157744,-46.737548 -9.158261,-46.737373 -9.158832,-46.737009 -9.159214,-46.73666 -9.159257,-46.736418 -9.15909,-46.736153 -9.158191,-46.735967 -9.157893,-46.73514 -9.157758,-46.735006 -9.157925,-46.734914 -9.15843,-46.734535 -9.158643,-46.734396 -9.158519,-46.734158 -9.158622,-46.733961 -9.159258,-46.733482 -9.159514,-46.73345 -9.159662,-46.733364 -9.159631,-46.733299 -9.159771,-46.733013 -9.159767,-46.732727 -9.159816,-46.733049 -9.160911,-46.733314 -9.161014,-46.733471 -9.160875,-46.734204 -9.160936,-46.734552 -9.161151,-46.734711 -9.161374,-46.734862 -9.161424,-46.73576 -9.161199,-46.736281 -9.161145,-46.736451 -9.161069)),((-46.733514 -9.165708,-46.733487 -9.165466,-46.7339 -9.16552,-46.734093 -9.165395,-46.734143 -9.16525,-46.734359 -9.165385,-46.734305 -9.165169,-46.73404 -9.165007,-46.733798 -9.16507,-46.733622 -9.164954,-46.733796 -9.16464,-46.73417 -9.164568,-46.734143 -9.16481,-46.734493 -9.164729,-46.734655 -9.164298,-46.735203 -9.164487,-46.735014 -9.164864,-46.735404 -9.164906,-46.735508 -9.164756,-46.735589 -9.165107,-46.735913 -9.165187,-46.735508 -9.165457,-46.735759 -9.165454,-46.736026 -9.165305,-46.736272 -9.165538,-46.736218 -9.165044,-46.735913 -9.16508,-46.736136 -9.164753,-46.736128 -9.164424,-46.736461 -9.164262,-46.736892 -9.164505,-46.736532 -9.163023,-46.736128 -9.16304,-46.735634 -9.16304,-46.735715 -9.162879,-46.735472 -9.162933,-46.735383 -9.162744,-46.735107 -9.162901,-46.734835 -9.162826,-46.734592 -9.162834,-46.734475 -9.162652,-46.734296 -9.162537,-46.73391 -9.162482,-46.733577 -9.162187,-46.732679 -9.161987,-46.731969 -9.161325,-46.731675 -9.161332,-46.731616 -9.16143,-46.731738 -9.161557,-46.7317 -9.162223,-46.731554 -9.162226,-46.731507 -9.162047,-46.731179 -9.162169,-46.73091 -9.162601,-46.730742 -9.162665,-46.730601 -9.162814,-46.730686 -9.162917,-46.73064 -9.163094,-46.731287 -9.163054,-46.731385 -9.162999,-46.731664 -9.163063,-46.732086 -9.163031,-46.732328 -9.163247,-46.732059 -9.163355,-46.732074 -9.163705,-46.731953 -9.163814,-46.731829 -9.164262,-46.731591 -9.164301,-46.731355 -9.164382,-46.731198 -9.16438,-46.730858 -9.164219,-46.730837 -9.164343,-46.731083 -9.164549,-46.731182 -9.164895,-46.73144 -9.164904,-46.731709 -9.164963,-46.732016 -9.165175,-46.732102 -9.165515,-46.732373 -9.165475,-46.732529 -9.165657,-46.7324 -9.165771,-46.732095 -9.165691,-46.732239 -9.165906,-46.732728 -9.165825,-46.733101 -9.165942,-46.733532 -9.165906,-46.733514 -9.165708)),((-46.736665 -9.165876,-46.736847 -9.165942,-46.737572 -9.165667,-46.737886 -9.16545,-46.737485 -9.16511,-46.73708 -9.164766,-46.736874 -9.165044,-46.736955 -9.165502,-46.736604 -9.165699,-46.736665 -9.165876)))",['DETER-CERRADO']
1363134,14.0873,2025-02-10,"[{'name': 'Balsas', 'source': 'Município', 'area_ha': 14.0873378}]","MULTIPOLYGON(((-46.326752 -8.153234,-46.327056 -8.15307,-46.327374 -8.153027,-46.327572 -8.152973,-46.327721 -8.152958,-46.327896 -8.152956,-46.328238 -8.152944,-46.328466 -8.152902,-46.328765 -8.152786,-46.329115 -8.152506,-46.329482 -8.152255,-46.329692 -8.152041,-46.329875 -8.151854,-46.330083 -8.151683,-46.330509 -8.151496,-46.331246 -8.15104,-46.331669 -8.150862,-46.33205 -8.150691,-46.332224 -8.150605,-46.331965 -8.150478,-46.331401 -8.15037,-46.331207 -8.1504,-46.331071 -8.150523,-46.330944 -8.150643,-46.330705 -8.150675,-46.330609 -8.150584,-46.330534 -8.150423,-46.33067 -8.150198,-46.330924 -8.149702,-46.331314 -8.148993,-46.331585 -8.148666,-46.331668 -8.148375,-46.331574 -8.14831,-46.331424 -8.148316,-46.331045 -8.148463,-46.330501 -8.148778,-46.33002 -8.149083,-46.329705 -8.149247,-46.329052 -8.149365,-46.328771 -8.149424,-46.328569 -8.149486,-46.328435 -8.149625,-46.328321 -8.149806,-46.328176 -8.149791,-46.328048 -8.149801,-46.327829 -8.149847,-46.327749 -8.150041,-46.327735 -8.150259,-46.327984 -8.150628,-46.328009 -8.150776,-46.328035 -8.151219,-46.328082 -8.151793,-46.328072 -8.152579,-46.327934 -8.152643,-46.327642 -8.152641,-46.327505 -8.152551,-46.32726 -8.152551,-46.327056 -8.152557,-46.326809 -8.152589,-46.32673 -8.152652,-46.326744 -8.152836,-46.326729 -8.153052,-46.326752 -8.153234)),((-46.332649 -8.150612,-46.331701 -8.151286,-46.330753 -8.151903,-46.329907 -8.152469,-46.328852 -8.15299,-46.328225 -8.153183,-46.327692 -8.153316,-46.327214 -8.153505,-46.326666 -8.153752,-46.326513 -8.153846,-46.326811 -8.153466,-46.326992 -8.153296,-46.327125 -8.153216,-46.32748 -8.153144,-46.327713 -8.153131,-46.328017 -8.153127,-46.328317 -8.153112,-46.328596 -8.153024,-46.3291 -8.152713,-46.329539 -8.152388,-46.32999 -8.151972,-46.330208 -8.151831,-46.330649 -8.151649,-46.331017 -8.151371,-46.331366 -8.151168,-46.331908 -8.150926,-46.332649 -8.150612)))",['DETER-CERRADO']
1363442,15.4049,2025-02-10,"[{'name': 'Balsas', 'source': 'Município', 'area_ha': 15.4048701}]","MULTIPOLYGON(((-46.41133 -8.70754,-46.411291 -8.707934,-46.41106 -8.707808,-46.410861 -8.707732,-46.410758 -8.707426,-46.410617 -8.707191,-46.410321 -8.707101,-46.410134 -8.707006,-46.409993 -8.707025,-46.409884 -8.707001,-46.409684 -8.706834,-46.409471 -8.706841,-46.409304 -8.706713,-46.409178 -8.706677,-46.409143 -8.70679,-46.409265 -8.706796,-46.409394 -8.706879,-46.409574 -8.706936,-46.409697 -8.707012,-46.409754 -8.707152,-46.410005 -8.707191,-46.410211 -8.707229,-46.410353 -8.707331,-46.410501 -8.707394,-46.410585 -8.707566,-46.410623 -8.70784,-46.410713 -8.707916,-46.410696 -8.708109,-46.410162 -8.708281,-46.409576 -8.708548,-46.409094 -8.708701,-46.408469 -8.709048,-46.408019 -8.709201,-46.407041 -8.707247,-46.407285 -8.7071,-46.407691 -8.706903,-46.407839 -8.706789,-46.407845 -8.706521,-46.407762 -8.706318,-46.407749 -8.706108,-46.407671 -8.705904,-46.407425 -8.705648,-46.407105 -8.705522,-46.406918 -8.705452,-46.406725 -8.705312,-46.406693 -8.705172,-46.406777 -8.705026,-46.406848 -8.704797,-46.406764 -8.704599,-46.406687 -8.704396,-46.40688 -8.704313,-46.407131 -8.704345,-46.40744 -8.704408,-46.407581 -8.704211,-46.407723 -8.70402,-46.407807 -8.703829,-46.407974 -8.703829,-46.408186 -8.704046,-46.408302 -8.704224,-46.408354 -8.704453,-46.408514 -8.704637,-46.408733 -8.704746,-46.408978 -8.704911,-46.409171 -8.704886,-46.409415 -8.704828,-46.409531 -8.704695,-46.409679 -8.704663,-46.409718 -8.704809,-46.409892 -8.704994,-46.409872 -8.705178,-46.409732 -8.705301,-46.409848 -8.705549,-46.410041 -8.70588,-46.410375 -8.706293,-46.410594 -8.706682,-46.410813 -8.706904,-46.410935 -8.707134,-46.411115 -8.707261,-46.411058 -8.707375,-46.411109 -8.707458,-46.411244 -8.707522,-46.41133 -8.70754)))",['DETER-CERRADO']
1362508,12.0306,2025-02-10,"[{'name': 'Balsas', 'source': 'Município', 'area_ha': 12.0306084}]","MULTIPOLYGON(((-46.74319 -9.162649,-46.742717 -9.162412,-46.742447 -9.162264,-46.741944 -9.161968,-46.741944 -9.16211,-46.741956 -9.162229,-46.741782 -9.162613,-46.741751 -9.162712,-46.742507 -9.162714,-46.742681 -9.162731,-46.74319 -9.162649)),((-46.744533 -9.164805,-46.744645 -9.164159,-46.744669 -9.162861,-46.744602 -9.162782,-46.744335 -9.162815,-46.743925 -9.162969,-46.743368 -9.162767,-46.741826 -9.162848,-46.741681 -9.162865,-46.741238 -9.16324,-46.740081 -9.164805,-46.740009 -9.165088,-46.740256 -9.165005,-46.740605 -9.165021,-46.740928 -9.16508,-46.741227 -9.164997,-46.741505 -9.165013,-46.742089 -9.165158,-46.742254 -9.165337,-46.74244 -9.165395,-46.742482 -9.165584,-46.742744 -9.165525,-46.742791 -9.165729,-46.743046 -9.165647,-46.744309 -9.165041,-46.744533 -9.164805)))",['DETER-CERRADO']
1362998,28.5917,2025-02-10,"[{'name': 'Tasso Fragoso', 'source': 'Município', 'area_ha': 28.5916964}]","MULTIPOLYGON(((-45.831157301 -8.451189077,-45.830097 -8.442788,-45.829286 -8.442597,-45.828836 -8.442419,-45.82769 -8.441795,-45.827472 -8.441807,-45.8276 -8.443718,-45.828077 -8.447233,-45.827678 -8.447348,-45.827999 -8.44866,-45.828740652 -8.451238991,-45.829164246 -8.451209028,-45.830220198 -8.451124032,-45.830221694 -8.451124024,-45.831157301 -8.451189077)))",['DETER-CERRADO']
1371202,15.4622,2025-02-01,"[{'name': 'Balsas', 'source': 'Município', 'area_ha': 15.4621741}]","MULTIPOLYGON(((-46.275754 -7.573051,-46.275731 -7.573232,-46.27554 -7.5733,-46.275112 -7.573288,-46.274935 -7.573011,-46.274765 -7.572972,-46.27467 -7.57241,-46.274609 -7.57212,-46.275044 -7.571861,-46.275214 -7.5718,-46.275306 -7.571815,-46.275365 -7.572254,-46.275464 -7.572449,-46.2756 -7.572533,-46.275687 -7.572804,-46.275751 -7.572939,-46.275754 -7.573051)),((-46.273445 -7.578543,-46.273438 -7.578803,-46.273379 -7.579052,-46.273379 -7.57967,-46.273029 -7.579735,-46.272918 -7.579779,-46.272745 -7.579564,-46.272508 -7.579411,-46.27238 -7.579382,-46.272132 -7.579362,-46.272163 -7.578512,-46.273197 -7.578467,-46.273378 -7.578521,-46.273445 -7.578543)),((-46.271433 -7.579814,-46.271314 -7.580059,-46.271167 -7.580381,-46.271074 -7.58075,-46.270927 -7.580792,-46.270949 -7.581343,-46.270923 -7.581519,-46.270806 -7.581721,-46.270732 -7.582057,-46.270573 -7.582078,-46.270509 -7.581425,-46.270558 -7.580807,-46.270757 -7.579942,-46.270868 -7.579648,-46.271433 -7.579814)),((-46.268135 -7.57306,-46.268116 -7.573266,-46.267708 -7.573524,-46.267811 -7.574233,-46.267963 -7.574724,-46.267112 -7.574698,-46.26685 -7.573649,-46.266035 -7.571074,-46.2659675204804 -7.570840357927574,-46.26609749380497 -7.570840363757838,-46.266131 -7.570854,-46.26631 -7.570877,-46.266376 -7.570457,-46.26645114572854 -7.569582936525912,-46.26647315476363 -7.56958293440719,-46.266474974161305 -7.569582843579648,-46.26647499416131 -7.569582841579647,-46.26647764837565 -7.569582376703322,-46.266480203834604 -7.569581527194331,-46.26648023983461 -7.569581512194334,-46.26648408008523 -7.569579331733083,-46.26648727360267 -7.569576294555968,-46.26648731060267 -7.569576249555967,-46.26648902713328 -7.569573762276566,-46.26649030064077 -7.569571025813827,-46.26649109537401 -7.569568116988356,-46.26649110237402 -7.569568078988353,-46.266491397524945 -7.569564847999622,-46.266491397506 -7.569114744798585,-46.266528584927066 -7.568682196374617,-46.26656237835891 -7.568682199407201,-46.26656420115224 -7.568682108580174,-46.266564221152244 -7.568682106580176,-46.26656687535771 -7.568681641705491,-46.26656943080845 -7.568680792199114,-46.26656946680845 -7.568680777199114,-46.26657330704971 -7.568678596742582,-46.266576500560944 -7.568675559570988,-46.26657653756095 -7.568675514570984,-46.2665782540937 -7.56867302728813,-46.26657952760266 -7.56867029082061,-46.26658032233652 -7.568667381989478,-46.26658032933651 -7.568667343989478,-46.266580624487034 -7.568664112999621,-46.26658062446232 -7.568076894411923,-46.266604 -7.567805,-46.26660678456819 -7.56778587441321,-46.266651535412926 -7.567785873407267,-46.26665426688702 -7.567785668369075,-46.26665693609489 -7.567785058051054,-46.26665699109489 -7.567785041051053,-46.266661012120096 -7.567783241216266,-46.26666447606149 -7.567780532556824,-46.26666450406149 -7.567780504556826,-46.26666718838557 -7.567777076657913,-46.2666689663795 -7.567773111222635,-46.2666689833795 -7.567773056222634,-46.26666957932833 -7.567770450993184,-46.26666977944932 -7.567767786999624,-46.266669779446765 -7.567706895185214,-46.266833 -7.568664,-46.267525 -7.57094,-46.267873 -7.572084,-46.268135 -7.57306)),((-46.266193 -7.56626,-46.265779 -7.566308,-46.265843 -7.56507,-46.266177 -7.565056,-46.266193 -7.56626)),((-46.26591538459381 -7.566742514910723,-46.26591538442898 -7.570659841303056,-46.265157 -7.568034,-46.264857 -7.567132,-46.265198 -7.566917,-46.265757 -7.566793,-46.26591538459381 -7.566742514910723)))",['SAD-CERRADO']
1371540,12.3164,2025-02-01,"[{'name': 'Balsas', 'source': 'Município', 'area_ha': 12.3163971}]","MULTIPOLYGON(((-45.987815 -7.862873,-45.986975 -7.862797,-45.986276 -7.862717,-45.984706 -7.862643,-45.982442 -7.862277,-45.979594 -7.861918,-45.97947 -7.862064,-45.979408 -7.862192,-45.979328 -7.862323,-45.979303 -7.862412,-45.979132 -7.862833,-45.979089 -7.863215,-45.979566 -7.863292,-45.979879 -7.863288,-45.980209 -7.863312,-45.980494 -7.863449,-45.980637 -7.863525,-45.981119 -7.863543,-45.982011 -7.86356,-45.982319 -7.863595,-45.982384 -7.863753,-45.983138 -7.863856,-45.983662 -7.863841,-45.984079 -7.863814,-45.98465 -7.863889,-45.984943 -7.863873,-45.985083 -7.863828,-45.985402 -7.863739,-45.985901 -7.863623,-45.986625 -7.863463,-45.987018 -7.863413,-45.987524 -7.863258,-45.987735 -7.863196,-45.988049 -7.863188,-45.988067 -7.862944,-45.987815 -7.862873)))",['SAD-CERRADO']
1363224,81.5245,2025-01-23,"[{'name': 'Balsas', 'source': 'Município', 'area_ha': 81.5244518}]","MULTIPOLYGON(((-46.64384 -8.671259,-46.643027 -8.670539,-46.642452 -8.669596,-46.642188 -8.669159,-46.641147 -8.669233,-46.641338 -8.669892,-46.641715 -8.670521,-46.641994 -8.671545,-46.641347 -8.672228,-46.640637 -8.672093,-46.640305 -8.67212,-46.639568 -8.671887,-46.638158 -8.671752,-46.637928 -8.672511,-46.63766 -8.673073,-46.638218 -8.673391,-46.638975 -8.67362,-46.639748 -8.674078,-46.639829 -8.674402,-46.639694 -8.67495,-46.639452 -8.675165,-46.639146 -8.6753,-46.638607 -8.67539,-46.637736 -8.67539,-46.637328 -8.675597,-46.637574 -8.676827,-46.638068 -8.677717,-46.638697 -8.67742,-46.639541 -8.677276,-46.640251 -8.677115,-46.640988 -8.677061,-46.641527 -8.676863,-46.641967 -8.676944,-46.642344 -8.67716,-46.642784 -8.677268,-46.643305 -8.677645,-46.64344 -8.677887,-46.643413 -8.678597,-46.643314 -8.679082,-46.643057 -8.67967,-46.642335 -8.680034,-46.641545 -8.680582,-46.640835 -8.680744,-46.640323 -8.681049,-46.639802 -8.681238,-46.638499 -8.68157,-46.638445 -8.682029,-46.638553 -8.68255,-46.639461 -8.683547,-46.639982 -8.683816,-46.64238 -8.683672,-46.642892 -8.683502,-46.643548 -8.683502,-46.643862 -8.684251,-46.643988 -8.684831,-46.645955 -8.685685,-46.646063 -8.685523,-46.645901 -8.68493,-46.645156 -8.68431,-46.644608 -8.683439,-46.644312 -8.681812,-46.644069 -8.67875,-46.643937 -8.677474,-46.644334 -8.676636,-46.646827 -8.672453,-46.647312 -8.671689,-46.647662 -8.671384,-46.648207 -8.671291,-46.649269 -8.671545,-46.649845 -8.670836,-46.649405 -8.670593,-46.649001 -8.670377,-46.647006 -8.670629,-46.645327 -8.672129,-46.644788 -8.673108,-46.644671 -8.673081,-46.644563 -8.67292,-46.64415 -8.671725,-46.64384 -8.671259)))",['DETER-CERRADO']
